target	action	status	detail
00679F90@00679F97	apply	unchanged	exact direct-call result view already present
0067BE20@0067BE5F	apply	unchanged	exact result view is retained as presentation-only evidence
0067C180@0067C236	apply	conflict	proposed result is not a pointer
0067C180@0067C4BA	apply	conflict	proposed result is not a pointer
0067C7E0@0067CA50	apply	unchanged	exact result view is retained as presentation-only evidence
0067C7E0@0067CB2D	apply	unchanged	exact direct-call result view already present
0067CF00@0067CF05	apply	unchanged	exact direct-call result view already present
0067CF30@0067CFE0	apply	unchanged	exact result view is retained as presentation-only evidence
0067D880@0067D8E6	apply	unchanged	exact direct-call result view already present
0067D9C0@0067DA32	apply	unchanged	exact result view is retained as presentation-only evidence
0067E0E0@0067E14C	apply	unchanged	exact result view is retained as presentation-only evidence
0067E200@0067E26C	apply	unchanged	exact result view is retained as presentation-only evidence
0067E4A0@0067E4DF	apply	unchanged	exact result view is retained as presentation-only evidence
0067E7E0@0067E8C0	apply	unchanged	exact direct-call result view already present
0067EEA0@0067EEB4	apply	unchanged	exact direct-call result view already present
0067F2B0@0067F34D	apply	unchanged	exact result view is retained as presentation-only evidence
0067F5B0@0067F5B7	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
0067F920@0067F927	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
006809F0@00680A41	apply	unchanged	exact direct-call result view already present
00683780@006837E8	apply	unchanged	exact direct-call result view already present
00683C70@00683FC8	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@00684904	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@00684994	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@0068508E	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@006857AD	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@00685C9B	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@00685E41	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@006897B2	apply	unchanged	exact result view is retained as presentation-only evidence
00683C70@00689DF7	apply	unchanged	exact result view is retained as presentation-only evidence
0068CEC0@0068D18B	apply	unchanged	exact result view is retained as presentation-only evidence
0068DC80@0068DCFE	apply	unchanged	exact result view is retained as presentation-only evidence
0068DC80@0068DD1D	apply	unchanged	exact result view is retained as presentation-only evidence
0068DC80@0068DD57	apply	unchanged	exact result view is retained as presentation-only evidence
0068E4F0@0068E543	apply	unchanged	exact direct-call result view already present
0068EA40@0068EA95	apply	unchanged	exact result view is retained as presentation-only evidence
0068F660@0068F719	apply	unchanged	exact direct-call result view already present
0068F7E0@0068F81E	apply	unchanged	exact direct-call result view already present
006901F0@006901F7	apply	unchanged	exact direct-call result view already present
00690B90@00690C9C	apply	unchanged	exact result view is retained as presentation-only evidence
00690E60@00690E65	apply	unchanged	exact direct-call result view already present
00690FC0@0069106E	apply	unchanged	exact result view is retained as presentation-only evidence
00691690@00691741	apply	unchanged	exact direct-call result view already present
00691690@00691763	apply	unchanged	exact direct-call result view already present
00691690@0069186C	apply	unchanged	exact direct-call result view already present
00691690@006918E5	apply	unchanged	exact direct-call result view already present
00691690@006920A0	apply	unchanged	exact direct-call result view already present
00692920@00692963	apply	unchanged	exact result view is retained as presentation-only evidence
00695A60@00695B06	apply	unchanged	exact result view is retained as presentation-only evidence
00695A60@00695B19	apply	unchanged	exact result view is retained as presentation-only evidence
00695C10@00695C61	apply	unchanged	exact result view is retained as presentation-only evidence
00696810@006968C4	apply	unchanged	exact result view is retained as presentation-only evidence
00697390@00697531	apply	unchanged	exact result view is retained as presentation-only evidence
0069B190@0069B1DE	apply	unchanged	exact result view is retained as presentation-only evidence
0069C8B0@0069C8C5	apply	unchanged	exact result view is retained as presentation-only evidence
0069CB50@0069CBD1	apply	unchanged	exact result view is retained as presentation-only evidence
0069F5C0@0069F60E	apply	unchanged	exact result view is retained as presentation-only evidence
0069FD70@0069FD93	apply	unchanged	exact direct-call result view already present
006A01D0@006A0295	apply	unchanged	exact direct-call result view already present
006A0470@006A05D0	apply	unchanged	exact direct-call result view already present
006A0740@006A086F	apply	unchanged	exact direct-call result view already present
006A0740@006A087E	apply	unchanged	exact direct-call result view already present
006A2ED0@006A2EFB	apply	unchanged	exact direct-call result view already present
006A2ED0@006A30BA	apply	unchanged	exact direct-call result view already present
006A34E0@006A3556	apply	unchanged	exact direct-call result view already present
006AD190@006AD1F7	apply	unchanged	exact direct-call result view already present
006AE7D0@006AF7C7	apply	unchanged	exact result view is retained as presentation-only evidence
006AFBA0@006AFDD5	apply	unchanged	exact result view is retained as presentation-only evidence
006B0020@006B0040	apply	unchanged	exact result view is retained as presentation-only evidence
006B0140@006B0166	apply	unchanged	exact result view is retained as presentation-only evidence
006B06A0@006B07ED	apply	unchanged	exact result view is retained as presentation-only evidence
006B06A0@006B07FF	apply	unchanged	exact result view is retained as presentation-only evidence
006B06A0@006B08B4	apply	unchanged	exact result view is retained as presentation-only evidence
006B55F0@006B5671	apply	unchanged	exact direct-call result view already present
006B55F0@006B56A9	apply	unchanged	exact direct-call result view already present
006B55F0@006B56E6	apply	unchanged	exact direct-call result view already present
006B55F0@006B57D9	apply	unchanged	exact direct-call result view already present
006B7190@006B7375	apply	unchanged	exact result view is retained as presentation-only evidence
006B9B40@006BA3F3	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=2, undefinedDeclarations=12, rawIndirectCalls=26, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=2, undefinedDeclarations=12, rawIndirectCalls=26, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
006B9B40@006BA3FB	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=2, undefinedDeclarations=12, rawIndirectCalls=26, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=2, undefinedDeclarations=12, rawIndirectCalls=26, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
006BEA40@006BEAAB	apply	unchanged	exact result view is retained as presentation-only evidence
006C13D0@006C1412	apply	unchanged	exact result view is retained as presentation-only evidence
006C2D90@006C301C	apply	unchanged	exact result view is retained as presentation-only evidence
006C3630@006C36B3	apply	unchanged	exact result view is retained as presentation-only evidence
006C38F0@006C3906	apply	unchanged	exact direct-call result view already present
006C4A20@006C4A27	apply	unchanged	exact result view is retained as presentation-only evidence
006C8910@006C892C	apply	unchanged	exact result view is retained as presentation-only evidence
006CE770@006CE81C	apply	unchanged	exact result view is retained as presentation-only evidence
006CEF60@006CF0E3	apply	unchanged	exact direct-call result view already present
006D16A0@006D172D	apply	unchanged	exact result view is retained as presentation-only evidence
006D71D0@006D71F7	apply	unchanged	exact direct-call result view already present
006D71D0@006D725A	apply	unchanged	exact direct-call result view already present
006D7550@006D768B	apply	unchanged	exact result view is retained as presentation-only evidence
006D8260@006D8332	apply	unchanged	exact result view is retained as presentation-only evidence
006DC050@006DC11F	apply	unchanged	exact direct-call result view already present
006E1050@006E1100	apply	unchanged	exact result view is retained as presentation-only evidence
006E3DD0@006E4004	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=1, rawIndirectCalls=3, pointerTowers=0, anonymousTypes=0, castedCallResults=2]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=1, rawIndirectCalls=3, pointerTowers=0, anonymousTypes=0, castedCallResults=1]
006E4620@006E462F	apply	unchanged	exact direct-call result view already present
006E4650@006E46CA	apply	unchanged	exact direct-call result view already present
006E47E0@006E485A	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=5, rawIndirectCalls=2, pointerTowers=0, anonymousTypes=0, castedCallResults=3]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=5, rawIndirectCalls=2, pointerTowers=0, anonymousTypes=0, castedCallResults=2]
006E4960@006E49F3	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=2, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=4, castedCallResults=4]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=2, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=4, castedCallResults=3]
006E4B80@006E4B8F	apply	unchanged	exact direct-call result view already present
006E4D40@006E4D4A	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=0, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
006E98E0@006E9939	apply	unchanged	exact result view is retained as presentation-only evidence
006EF640@006EF770	apply	unchanged	exact result view is retained as presentation-only evidence
006EF640@006EF916	apply	unchanged	exact result view is retained as presentation-only evidence
006EF9D0@006EFA7F	apply	unchanged	exact direct-call result view already present
006EFC50@006EFD1B	apply	unchanged	exact result view is retained as presentation-only evidence
006EFF90@006F0133	apply	unchanged	exact result view is retained as presentation-only evidence
006F1CE0@006F1F38	apply	unchanged	exact result view is retained as presentation-only evidence
006F2E40@006F2EDC	apply	unchanged	exact direct-call result view already present
0070AAD0@0070AB3E	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070AF6F	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070AFC8	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070AFF7	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070B051	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070B0A8	apply	unchanged	exact result view is retained as presentation-only evidence
0070AE60@0070B0D9	apply	unchanged	exact result view is retained as presentation-only evidence
0070B900@0070B9B7	apply	unchanged	exact result view is retained as presentation-only evidence
0070B900@0070BA2E	apply	unchanged	exact result view is retained as presentation-only evidence
0070B900@0070BC74	apply	unchanged	exact result view is retained as presentation-only evidence
0070BE80@0070BED6	apply	unchanged	exact result view is retained as presentation-only evidence
0070BFE0@0070C0AA	apply	unchanged	exact direct-call result view already present
0070BFE0@0070C119	apply	unchanged	exact direct-call result view already present
0070C900@0070C94A	apply	unchanged	exact direct-call result view already present
0070CEB0@0070CFF6	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D4AA	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D4E2	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D5EA	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D5FC	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D609	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D641	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D70A	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D743	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D76A	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D800	apply	unchanged	exact direct-call result view already present
0070D1F0@0070D8FE	apply	unchanged	exact direct-call result view already present
0070DF00@0070DF60	apply	unchanged	exact result view is retained as presentation-only evidence
0070E030@0070E214	apply	unchanged	exact direct-call result view already present
0070E030@0070E3A7	apply	unchanged	exact direct-call result view already present
0070E030@0070E480	apply	unchanged	exact direct-call result view already present
0070E030@0070FDB3	apply	unchanged	exact direct-call result view already present
00712C10@00712C54	apply	unchanged	exact direct-call result view already present
00712D30@00712D74	apply	unchanged	exact direct-call result view already present
00713B00@00713CF8	apply	unchanged	exact direct-call result view already present
00713F30@00713F95	apply	unchanged	exact direct-call result view already present
00715170@007151E4	apply	unchanged	exact result view is retained as presentation-only evidence
007154E0@0071552F	apply	unchanged	exact result view is retained as presentation-only evidence
00715C60@00715D54	apply	unchanged	exact result view is retained as presentation-only evidence
00715C60@00715DB7	apply	unchanged	exact result view is retained as presentation-only evidence
00715C60@00715E15	apply	unchanged	exact result view is retained as presentation-only evidence
00719EA0@00719EF0	apply	unchanged	exact result view is retained as presentation-only evidence
0071A110@0071A18D	apply	unchanged	exact direct-call result view already present
0071A270@0071A336	apply	unchanged	exact direct-call result view already present
0071AB30@0071ABA4	apply	unchanged	exact result view is retained as presentation-only evidence
0071B010@0071B073	apply	unchanged	exact direct-call result view already present
0071E6D0@0071E6D2	apply	unchanged	exact direct-call result view already present
0071F210@0071F215	apply	unchanged	exact direct-call result view already present
007233B0@007233B5	apply	unchanged	exact direct-call result view already present
00724D00@00724D02	apply	unchanged	exact direct-call result view already present
00725C60@00725D23	apply	unchanged	exact result view is retained as presentation-only evidence
0072F5D0@0072F628	apply	unchanged	exact direct-call result view already present
00730310@0073037B	apply	unchanged	validated address-local result view improves containing function; without=Readability[unresolvedRegisters=0, undefinedDeclarations=1, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=1]; with=Readability[unresolvedRegisters=0, undefinedDeclarations=1, rawIndirectCalls=0, pointerTowers=0, anonymousTypes=0, castedCallResults=0]
00730E20@00730E6F	apply	unchanged	exact result view is retained as presentation-only evidence
00731640@00731654	apply	unchanged	exact direct-call result view already present
007316D0@007316E0	apply	unchanged	exact direct-call result view already present
007316D0@0073171B	apply	unchanged	exact direct-call result view already present
007318A0@007318B0	apply	unchanged	exact direct-call result view already present
007336F0@007337F7	apply	unchanged	exact result view is retained as presentation-only evidence
00736AF0@00736B0F	apply	unchanged	exact direct-call result view already present
00738C70@00738C91	apply	unchanged	exact result view is retained as presentation-only evidence
00739D80@00739DDE	apply	unchanged	exact result view is retained as presentation-only evidence
00739D80@00739DF7	apply	unchanged	exact result view is retained as presentation-only evidence
00741370@00741428	apply	unchanged	exact result view is retained as presentation-only evidence
00741370@00741431	apply	unchanged	exact result view is retained as presentation-only evidence
00741370@0074145F	apply	unchanged	exact result view is retained as presentation-only evidence
007414A0@0074155A	apply	unchanged	exact result view is retained as presentation-only evidence
007414A0@00741563	apply	unchanged	exact result view is retained as presentation-only evidence
007414A0@00741591	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@0074177A	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@00741783	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@007417B1	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@00741802	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@0074180B	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@00741839	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@00741870	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@00741879	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@007418A5	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@007418AE	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@007418DA	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@007418E3	apply	unchanged	exact result view is retained as presentation-only evidence
007415D0@0074190F	apply	unchanged	exact result view is retained as presentation-only evidence
00744E70@0074503A	apply	unchanged	exact direct-call result view already present
00746670@007468E6	apply	unchanged	exact direct-call result view already present
00747245@00747257	apply	unchanged	exact direct-call result view already present
007476A9@007476D8	apply	unchanged	exact direct-call result view already present
00747972@007479A1	apply	unchanged	exact direct-call result view already present
0074823A@0074824C	apply	unchanged	exact direct-call result view already present
007495BF@0074963B	apply	unchanged	exact direct-call result view already present
0074A05B@0074A08D	apply	unchanged	exact direct-call result view already present
0074AB3D@0074AB4F	apply	unchanged	exact result view is retained as presentation-only evidence
0074BC6A@0074BC6D	apply	unchanged	exact result view is retained as presentation-only evidence
0074BE76@0074BE90	apply	unchanged	exact direct-call result view already present
0074BE76@0074BEBF	apply	unchanged	exact direct-call result view already present
0074C96C@0074C986	apply	unchanged	exact direct-call result view already present
0074C96C@0074C9BD	apply	unchanged	exact direct-call result view already present
0074D423@0074D45A	apply	unchanged	exact direct-call result view already present
0074E17D@0074E196	apply	unchanged	exact result view is retained as presentation-only evidence
0074FAA3@0074FB54	apply	unchanged	exact direct-call result view already present
00751CB0@00751CF1	apply	unchanged	exact direct-call result view already present
00751CB0@00751D28	apply	unchanged	exact direct-call result view already present
00753F10@00753F1D	apply	unchanged	exact direct-call result view already present
00754530@00754715	apply	unchanged	exact direct-call result view already present
00755560@007555A5	apply	unchanged	exact result view is retained as presentation-only evidence
00755970@0075599D	apply	unchanged	exact result view is retained as presentation-only evidence
00755E10@00756089	apply	unchanged	exact result view is retained as presentation-only evidence
00757530@00757576	apply	unchanged	exact direct-call result view already present
